evid,time,latitude,longitude,depth_km,magnitude_gamma,qnpair,qndiffP,qndiffS,rmsP,rmsS
awr_043080,2019-07-24T06:11:29.387000,35.58465,-117.41736,6.135,1.086,45,195,281,0.04,0.02
awr_043081,2019-07-24T06:11:42.444000,35.70762,-117.5519,7.155,0.698,13,47,65,0.01,0.01
awr_043082,2019-07-24T06:11:52.186000,35.66859,-117.5159,4.912,0.959,5,19,38,0.01,0.01
awr_043083,2019-07-24T06:12:41.765000,36.07262,-117.82531,5.174,0.495,25,91,190,0.01,0.01
awr_043084,2019-07-24T06:14:30.904000,36.0838,-117.83659,3.467,1.376,77,392,557,0.01,0.01
awr_043085,2019-07-24T06:15:41.848000,35.81326,-117.61591,12.64,0.792,3,9,24,0.01,0.03
awr_043086,2019-07-24T06:16:19.056000,35.91946,-117.73306,5.957,-0.021,3,3,16,0.01,0.05
awr_043087,2019-07-24T06:16:33.989000,35.77951,-117.60949,12.026,1.282,33,185,272,0.01,0.02
awr_043088,2019-07-24T06:17:23.664000,35.66075,-117.45124,12.003,1.149,8,58,75,0.01,0.02
awr_043089,2019-07-24T06:18:28.853000,35.92565,-117.71074,5.599,0.331,19,45,84,0.03,0.02
awr_043090,2019-07-24T06:19:24.364000,36.10572,-117.8211,3.713,-0.032,8,21,28,0.01,0.01
awr_043091,2019-07-24T06:19:50.793000,35.60806,-117.44904,6.137,0.529,5,28,28,0.02,0.02
awr_043092,2019-07-24T06:20:51.788000,35.64369,-117.44164,5.183,1.281,12,40,100,0.01,0.03
awr_043093,2019-07-24T06:21:19.368000,35.92029,-117.68568,5.622,2.055,49,554,563,0.02,0.02
awr_043094,2019-07-24T06:22:48.940000,35.94619,-117.37875,5.101,1.129,50,212,333,0.01,0.01
awr_043095,2019-07-24T06:24:47.131000,35.69913,-117.50111,10.643,1.029,29,233,197,0.01,0.02
awr_043096,2019-07-24T06:25:28.912000,35.92196,-117.44274,3.868,0.675,49,243,290,0.01,0.01
awr_043097,2019-07-24T06:26:19.653000,35.96123,-117.71305,4.955,0.679,22,53,119,0.01,0.03
awr_043098,2019-07-24T06:26:21.063000,36.15717,-117.85807,2.507,1.89,12,25,63,0.04,0.02
awr_043099,2019-07-24T06:27:52.324000,35.87581,-117.66998,9.085,0.317,13,45,61,0.01,0.01
awr_043100,2019-07-24T06:28:21.479000,35.91913,-117.68434,5.567,1.157,39,467,492,0.01,0.02
awr_043101,2019-07-24T06:28:38.367000,35.65694,-117.4953,8.133,0.476,6,10,35,0.01,0.01
awr_043102,2019-07-24T06:30:11.680000,35.55855,-117.38355,4.109,1.062,18,66,92,0.02,0.02
awr_043103,2019-07-24T06:30:27.440000,35.55892,-117.38344,4.164,0.061,3,11,11,0.01,0.01
awr_043104,2019-07-24T06:30:52.253000,35.91614,-117.67604,5.339,0.049,21,109,101,0.02,0.02
awr_043105,2019-07-24T06:31:29.253000,35.70208,-117.50702,10.209,0.772,25,134,78,0.02,0.03
awr_043106,2019-07-24T06:32:42.081000,35.80143,-117.61358,9.002,0.275,21,83,106,0.01,0.03
awr_043107,2019-07-24T06:32:56.296000,35.60205,-117.39784,8.601,1.038,1,2,6,0.01,0.0
awr_043108,2019-07-24T06:33:52.298000,35.61039,-117.40906,3.646,1.806,1,7,5,0.01,0.01
awr_043109,2019-07-24T06:36:01.034000,36.09301,-117.85685,4.566,0.766,44,152,254,0.02,0.02
awr_043110,2019-07-24T06:36:59.028000,36.07619,-117.84509,3.539,0.498,19,73,74,0.01,0.04
awr_043111,2019-07-24T06:38:23.039000,35.93973,-117.70093,5.576,1.113,86,420,599,0.02,0.02
awr_043112,2019-07-24T06:39:10.974000,35.93926,-117.70153,5.598,-0.152,25,72,91,0.02,0.02
awr_043113,2019-07-24T06:39:25.574000,35.64373,-117.44175,5.099,2.393,10,54,78,0.03,0.04
awr_043114,2019-07-24T06:40:37.045000,35.6415,-117.44241,5.295,0.494,1,4,6,0.0,0.01
awr_043115,2019-07-24T06:40:45.273000,35.64585,-117.47319,5.913,0.774,4,21,7,0.03,0.07
awr_043116,2019-07-24T06:41:09.513000,36.05269,-117.84458,4.095,0.156,2,4,9,0.0,0.0
awr_043117,2019-07-24T06:42:14.974000,35.83498,-117.65043,7.785,0.252,9,21,47,0.01,0.02
awr_043118,2019-07-24T06:42:33.643000,35.96564,-117.48396,5.561,0.247,14,57,40,0.01,0.02
awr_043119,2019-07-24T06:45:22.794000,36.09835,-117.85027,4.757,0.165,1,2,5,0.0,0.0
awr_043120,2019-07-24T06:46:11.177000,35.61124,-117.47716,6.718,0.973,23,79,94,0.02,0.02
awr_043121,2019-07-24T06:47:44.377000,35.64386,-117.44179,5.051,0.94,7,22,43,0.01,0.01
awr_043122,2019-07-24T06:47:49.341000,35.64448,-117.44103,5.019,1.803,14,54,115,0.03,0.04
awr_043123,2019-07-24T06:49:10.685000,35.64238,-117.44163,5.024,0.592,4,9,20,0.03,0.05
awr_043124,2019-07-24T06:49:19.226000,35.77787,-117.58867,8.232,1.6,27,204,156,0.03,0.04
awr_043125,2019-07-24T06:49:43.457000,35.90884,-117.69368,5.885,0.185,9,15,60,0.01,0.01
awr_043126,2019-07-24T06:50:31.557000,36.08899,-117.84019,3.117,0.22,25,65,129,0.03,0.02
awr_043127,2019-07-24T06:50:51.307000,35.96273,-117.68053,4.622,0.07,13,49,44,0.02,0.02
awr_043128,2019-07-24T06:50:54.487000,35.91084,-117.69545,9.328,0.448,1,3,4,0.01,0.01
awr_043129,2019-07-24T06:52:04.790000,35.76908,-117.58381,9.747,0.422,16,56,88,0.02,0.03
awr_043130,2019-07-24T06:53:46.989000,35.71328,-117.49524,13.356,0.802,2,14,18,0.01,0.0
awr_043131,2019-07-24T06:53:58.591000,36.13419,-117.84098,4.563,1.393,42,202,194,0.04,0.04
awr_043132,2019-07-24T06:57:44.391000,35.65259,-117.46478,6.571,0.555,7,29,30,0.03,0.03
awr_043133,2019-07-24T06:57:58.860000,35.77789,-117.59675,12.243,0.842,25,109,170,0.02,0.02
awr_043134,2019-07-24T06:58:49.346000,35.74318,-117.56359,8.243,0.467,25,80,115,0.02,0.04
awr_043135,2019-07-24T07:00:01.332000,35.8331,-117.67199,11.57,0.724,11,32,63,0.01,0.02
awr_043136,2019-07-24T07:00:20.746000,35.90139,-117.71792,10.91,2.175,50,358,427,0.04,0.02
awr_043137,2019-07-24T07:02:05.555000,35.71609,-117.5329,9.674,0.701,14,67,99,0.01,0.03
awr_043138,2019-07-24T07:03:43.835000,36.07278,-117.82496,5.121,0.759,28,124,216,0.01,0.01
awr_043139,2019-07-24T07:04:52.669000,35.73096,-117.55161,10.134,0.371,1,2,4,0.01,0.01
awr_043140,2019-07-24T07:05:22.055000,35.63529,-117.44993,5.655,0.348,1,1,5,0.0,0.0
awr_043141,2019-07-24T07:05:45.961000,36.07266,-117.825,5.146,0.32,19,68,150,0.01,0.01
awr_043142,2019-07-24T07:05:59.697000,35.73316,-117.542,9.58,0.47,22,97,65,0.01,0.05
awr_043143,2019-07-24T07:06:10.669000,35.6451,-117.44927,5.657,0.624,6,17,26,0.01,0.02
awr_043144,2019-07-24T07:06:36.377000,35.87415,-117.69351,11.577,0.507,8,7,53,0.01,0.01
awr_043145,2019-07-24T07:06:51.004000,35.82184,-117.63524,8.35,0.423,20,58,96,0.02,0.02
awr_043146,2019-07-24T07:09:56.126000,35.58903,-117.42226,6.383,0.609,9,9,55,0.06,0.01
awr_043147,2019-07-24T07:11:09.047000,36.08114,-117.86996,4.36,0.552,9,31,43,0.03,0.02
awr_043148,2019-07-24T07:11:19.544000,35.91849,-117.68505,5.617,1.553,42,458,463,0.01,0.02
awr_043149,2019-07-24T07:12:22.294000,35.64396,-117.4417,5.076,0.802,12,49,113,0.06,0.02
awr_043150,2019-07-24T07:12:41.959000,35.64363,-117.4419,5.031,0.282,8,17,44,0.01,0.01
awr_043151,2019-07-24T07:13:12.134000,35.64384,-117.44158,5.019,0.311,7,18,50,0.01,0.01
awr_043152,2019-07-24T07:13:36.387000,35.7814,-117.59023,5.486,0.919,1,4,4,0.01,0.07
awr_043153,2019-07-24T07:14:00.282000,35.35801,-117.82725,8.82,1.026,61,335,539,0.03,0.03
awr_043154,2019-07-24T07:14:49.736000,35.91917,-117.73561,5.933,0.103,11,27,59,0.03,0.03
awr_043155,2019-07-24T07:15:53.061000,35.9195,-117.68503,5.61,-0.03,14,54,48,0.01,0.01
awr_043156,2019-07-24T07:16:14.847000,35.97061,-117.67905,3.994,0.42,19,61,67,0.02,0.02
awr_043157,2019-07-24T07:16:20.467000,35.64315,-117.44234,5.049,1.143,11,45,89,0.02,0.01
awr_043158,2019-07-24T07:16:28.953000,35.64355,-117.44187,5.116,2.067,18,92,157,0.03,0.03
awr_043159,2019-07-24T07:17:26.175000,35.64742,-117.43094,4.747,0.63,2,5,12,0.01,0.02
awr_043160,2019-07-24T07:18:24.500000,35.88657,-117.68294,7.63,0.146,39,132,191,0.01,0.02
awr_043161,2019-07-24T07:19:04.511000,35.7924,-117.62827,12.065,1.108,56,330,382,0.02,0.02
awr_043162,2019-07-24T07:21:18.089000,35.58599,-117.42168,5.541,0.576,3,7,14,0.01,0.01
awr_043163,2019-07-24T07:22:08.344000,35.59779,-117.40158,9.273,0.737,28,84,218,0.01,0.01
awr_043164,2019-07-24T07:22:34.363000,35.90809,-117.703,5.941,0.165,33,167,170,0.04,0.02
awr_043165,2019-07-24T07:22:51.989000,35.67986,-117.52326,10.255,0.355,12,37,41,0.01,0.04
awr_043166,2019-07-24T07:24:38.207000,35.9078,-117.70306,5.945,0.743,48,307,374,0.02,0.02
awr_043167,2019-07-24T07:25:45.573000,35.70772,-117.58824,8.276,0.426,2,4,8,0.02,0.01
awr_043168,2019-07-24T07:28:43.442000,35.68458,-117.46555,4.997,-0.247,12,34,74,0.02,0.02
awr_043169,2019-07-24T07:29:42.165000,35.65879,-117.45918,5.581,1.048,23,140,192,0.03,0.02
awr_043170,2019-07-24T07:30:14.001000,35.66152,-117.48545,5.117,0.936,3,8,15,0.02,0.02
awr_043171,2019-07-24T07:31:47.694000,35.82099,-117.62211,5.803,0.232,10,42,63,0.01,0.02
awr_043172,2019-07-24T07:33:26.572000,35.9139,-117.73236,4.853,1.285,18,81,133,0.03,0.04
awr_043173,2019-07-24T07:33:45.289000,35.64385,-117.44179,5.056,0.418,9,19,63,0.02,0.01
awr_043174,2019-07-24T07:34:52.057000,35.86077,-117.67417,7.322,0.226,2,4,15,0.01,0.01
awr_043175,2019-07-24T07:36:12.820000,35.91514,-117.6585,5.583,-0.145,2,6,12,0.0,0.01
awr_043176,2019-07-24T07:36:27.903000,35.84275,-117.61485,10.924,0.604,17,74,102,0.02,0.01
awr_043177,2019-07-24T07:36:52.471000,35.71301,-117.50141,5.093,1.539,12,66,89,0.05,0.04
awr_043178,2019-07-24T07:38:32.070000,35.72401,-117.5029,5.53,0.276,2,14,18,0.01,0.01
awr_043179,2019-07-24T07:38:51.371000,35.67842,-117.41516,6.128,0.312,35,95,207,0.01,0.03
awr_043180,2019-07-24T07:39:56.450000,35.74648,-117.5473,10.2,0.058,1,1,5,0.01,0.0
awr_043181,2019-07-24T07:40:37.495000,36.03752,-117.72638,2.875,1.073,29,90,145,0.02,0.02
awr_043182,2019-07-24T07:42:09.908000,35.61612,-117.43454,9.496,0.406,9,30,40,0.01,0.02
awr_043183,2019-07-24T07:43:21.118000,35.83044,-117.66589,11.787,0.679,22,124,114,0.01,0.01
awr_043184,2019-07-24T07:44:13.194000,35.71723,-117.54022,5.02,0.644,18,104,71,0.04,0.06
awr_043185,2019-07-24T07:48:47.280000,35.64802,-117.42993,4.608,0.307,1,3,7,0.01,0.02
awr_043186,2019-07-24T07:49:16.092000,35.82286,-117.61865,14.334,0.526,1,2,4,0.01,0.01
awr_043187,2019-07-24T07:49:54.217000,35.64477,-117.44129,5.093,0.924,5,15,25,0.16,0.11
awr_043188,2019-07-24T07:50:34.115000,35.66979,-117.47576,4.7,0.498,24,73,154,0.06,0.02
awr_043189,2019-07-24T07:50:55.447000,36.06825,-117.83787,0.733,0.546,1,3,3,0.0,0.03
awr_043190,2019-07-24T07:51:03.267000,35.55311,-117.31817,4.476,1.496,7,35,20,0.03,0.03
awr_043191,2019-07-24T07:52:12.251000,35.66996,-117.50228,7.229,0.725,31,200,190,0.02,0.02
awr_043192,2019-07-24T07:53:12.675000,35.72346,-117.49113,4.598,0.439,5,10,23,0.02,0.02
awr_043193,2019-07-24T07:54:24.633000,35.6395,-117.44684,7.002,0.728,7,23,30,0.03,0.02
awr_043194,2019-07-24T07:55:44.829000,35.6444,-117.44084,5.049,0.516,3,5,19,0.01,0.01
awr_043195,2019-07-24T07:56:37.965000,35.75197,-117.57849,12.778,0.626,20,58,150,0.04,0.01
awr_043196,2019-07-24T07:56:55.234000,35.96325,-117.71372,4.989,0.586,74,380,672,0.01,0.01
awr_043197,2019-07-24T07:58:11.642000,35.70438,-117.51414,12.149,0.628,22,91,119,0.01,0.03
awr_043198,2019-07-24T07:59:10.621000,36.07859,-117.86651,3.59,0.617,26,106,124,0.01,0.02
awr_043199,2019-07-24T07:59:33.152000,35.71627,-117.48532,7.184,1.089,27,156,104,0.02,0.03
awr_043200,2019-07-24T08:00:19.768000,35.66918,-117.48142,4.785,0.218,5,8,29,0.01,0.01
awr_043201,2019-07-24T08:00:49.730000,35.64432,-117.44154,5.042,0.539,10,28,82,0.01,0.01
awr_043202,2019-07-24T08:02:16.722000,35.90793,-117.70224,7.56,0.486,1,2,5,0.01,0.01
awr_043203,2019-07-24T08:03:02.552000,35.599,-117.47076,6.415,0.469,1,4,9,0.0,0.0
awr_043204,2019-07-24T08:03:56.612000,35.58463,-117.41784,5.829,1.402,53,367,471,0.03,0.02
awr_043205,2019-07-24T08:04:52.674000,35.97506,-117.27148,5.709,1.059,47,399,330,0.02,0.03
awr_043206,2019-07-24T08:05:56.605000,35.55837,-117.38351,4.115,0.891,18,56,107,0.05,0.04
awr_043207,2019-07-24T08:06:43.457000,35.58433,-117.41788,5.734,0.411,36,151,226,0.03,0.04
awr_043208,2019-07-24T08:07:20.356000,35.59854,-117.47153,6.39,0.626,1,4,9,0.0,0.0
awr_043209,2019-07-24T08:07:58.369000,35.93492,-117.70258,5.62,-0.024,3,5,13,0.01,0.01
awr_043210,2019-07-24T08:09:10.891000,35.58339,-117.41835,5.77,0.283,11,32,44,0.01,0.02
awr_043211,2019-07-24T08:09:27.314000,35.64419,-117.44169,5.021,0.639,8,21,60,0.03,0.04
awr_043212,2019-07-24T08:10:03.131000,35.64377,-117.44199,5.052,0.266,5,23,36,0.01,0.01
awr_043213,2019-07-24T08:10:30.835000,35.97447,-117.67858,4.006,0.433,80,380,521,0.02,0.02
awr_043214,2019-07-24T08:10:54.125000,35.98586,-117.67177,4.003,0.634,95,555,467,0.01,0.02
awr_043215,2019-07-24T08:12:15.874000,35.8819,-117.69413,10.638,0.407,20,50,92,0.01,0.01
awr_043216,2019-07-24T08:12:49.549000,35.81466,-117.62083,6.904,0.271,2,4,9,0.02,0.01
awr_043217,2019-07-24T08:13:16.070000,35.72544,-117.5286,8.994,0.445,8,24,29,0.01,0.01
awr_043218,2019-07-24T08:13:36.197000,35.72925,-117.53048,11.48,1.688,14,72,165,0.01,0.01
awr_043219,2019-07-24T08:14:13.758000,35.68138,-117.40355,8.382,0.477,13,30,67,0.01,0.01
awr_043220,2019-07-24T08:14:31.938000,35.82698,-117.6683,12.601,0.636,1,3,6,0.0,0.01
awr_043221,2019-07-24T08:14:49.552000,35.92606,-117.6977,5.84,0.816,74,400,438,0.01,0.03
awr_043222,2019-07-24T08:15:56.530000,35.97734,-117.66296,4.368,0.097,2,5,13,0.01,0.02
awr_043223,2019-07-24T08:16:33.747000,35.68166,-117.51553,10.578,0.629,17,41,107,0.01,0.01
awr_043224,2019-07-24T08:18:05.331000,36.08668,-117.84215,3.975,1.091,40,193,304,0.01,0.01
awr_043225,2019-07-24T08:19:34.274000,35.97503,-117.27198,5.735,0.892,46,369,285,0.02,0.01
awr_043226,2019-07-24T08:19:49.945000,35.68979,-117.52676,7.371,1.264,11,59,70,0.01,0.01
awr_043227,2019-07-24T08:20:21.886000,35.7669,-117.58513,7.68,0.49,2,7,12,0.03,0.04
awr_043228,2019-07-24T08:21:10.072000,35.66296,-117.52891,11.415,0.694,45,212,248,0.01,0.04
awr_043229,2019-07-24T08:21:41.298000,36.17907,-117.83617,2.807,0.325,3,15,19,0.01,0.03
awr_043230,2019-07-24T08:22:04.177000,36.05459,-117.85672,5.599,-0.264,1,2,4,0.0,0.0
awr_043231,2019-07-24T08:22:18.314000,35.60714,-117.41159,5.714,0.207,9,20,71,0.02,0.02
awr_043232,2019-07-24T08:23:29.780000,35.92036,-117.73208,5.988,-0.084,3,6,14,0.1,0.09
awr_043233,2019-07-24T08:24:00.152000,35.92583,-117.71587,9.143,1.474,17,121,144,0.04,0.05
awr_043234,2019-07-24T08:24:49.323000,35.81026,-117.62601,8.189,0.59,14,22,89,0.06,0.02
awr_043235,2019-07-24T08:25:20.851000,36.05396,-117.87354,5.101,0.143,1,3,3,0.01,0.0
awr_043236,2019-07-24T08:26:33.322000,35.80111,-117.61785,11.406,0.259,3,10,16,0.0,0.01
awr_043237,2019-07-24T08:27:05.043000,35.80005,-117.62227,9.806,0.249,3,5,18,0.01,0.01
awr_043238,2019-07-24T08:27:53.617000,35.69445,-117.54229,4.543,-0.06,1,3,4,0.01,0.01
awr_043239,2019-07-24T08:28:09.132000,35.90067,-117.71767,10.612,0.406,16,41,76,0.01,0.09
awr_043240,2019-07-24T08:28:41.584000,35.83006,-117.64606,9.359,0.87,12,55,58,0.01,0.02
awr_043241,2019-07-24T08:29:01.991000,35.87062,-117.6845,10.758,0.616,3,8,15,0.01,0.01
awr_043242,2019-07-24T08:29:22.016000,35.9209,-117.71536,6.069,2.527,65,424,434,0.03,0.03
awr_043243,2019-07-24T08:31:17.967000,35.9212,-117.71455,6.147,0.274,33,126,168,0.02,0.01
awr_043244,2019-07-24T08:32:56.189000,35.62234,-117.42847,10.119,1.162,9,34,34,0.04,0.05
awr_043245,2019-07-24T08:33:46.903000,35.94226,-117.70314,5.328,0.008,1,5,2,0.01,0.04
awr_043246,2019-07-24T08:34:07.111000,35.91749,-117.72469,5.319,-0.241,5,13,20,0.02,0.01
awr_043247,2019-07-24T08:34:14.055000,35.90841,-117.65674,5.651,0.277,1,2,4,0.0,0.0
awr_043248,2019-07-24T08:36:17.195000,35.91213,-117.70328,9.29,0.819,13,54,71,0.01,0.04
awr_043249,2019-07-24T08:37:16.435000,35.67141,-117.51782,10.213,0.999,33,172,167,0.02,0.02
awr_043250,2019-07-24T08:37:21.151000,36.1245,-117.87458,3.905,0.836,7,15,36,0.03,0.02
awr_043251,2019-07-24T08:37:57.014000,36.11028,-117.84208,4.114,0.269,32,81,240,0.01,0.01
awr_043252,2019-07-24T08:38:30.721000,36.04669,-117.5268,3.413,0.483,9,39,30,0.03,0.03
awr_043253,2019-07-24T08:38:45.082000,35.65088,-117.51905,12.456,0.592,48,197,464,0.01,0.02
awr_043254,2019-07-24T08:40:21.958000,36.08042,-117.8395,3.707,0.731,39,203,224,0.01,0.01
awr_043255,2019-07-24T08:41:13.735000,35.60727,-117.5862,7.054,1.011,89,445,595,0.02,0.02
awr_043256,2019-07-24T08:41:48.949000,35.95176,-117.68162,5.54,0.162,35,151,269,0.02,0.03
awr_043257,2019-07-24T08:41:59.956000,35.89813,-117.70127,6.386,0.116,1,1,5,0.0,0.0
awr_043258,2019-07-24T08:44:00.113000,35.92037,-117.71609,6.04,0.833,54,283,319,0.03,0.04
awr_043259,2019-07-24T08:44:34.721000,35.64478,-117.43855,8.477,0.573,1,2,4,0.02,0.01
awr_043260,2019-07-24T08:44:56.896000,35.90298,-117.70402,7.889,0.796,27,149,290,0.01,0.02
awr_043261,2019-07-24T08:46:50.455000,35.68307,-117.54079,10.042,1.287,74,565,354,0.02,0.02
awr_043262,2019-07-24T08:47:10.291000,35.68684,-117.55716,4.927,0.862,7,26,29,0.05,0.05
awr_043263,2019-07-24T08:47:30.701000,35.97485,-117.27261,5.71,1.51,49,471,357,0.01,0.01
awr_043264,2019-07-24T08:48:43.425000,35.81446,-117.62104,6.834,0.905,3,7,33,0.06,0.03
awr_043265,2019-07-24T08:50:01.401000,35.92144,-117.71529,5.982,1.456,74,419,465,0.03,0.05
awr_043266,2019-07-24T08:50:25.761000,35.64407,-117.44204,5.043,0.359,3,5,16,0.0,0.01
awr_043267,2019-07-24T08:50:58.971000,35.71764,-117.5409,5.536,0.643,17,99,64,0.06,0.07
awr_043268,2019-07-24T08:51:23.789000,35.63973,-117.46175,7.848,0.763,38,159,216,0.02,0.03
awr_043269,2019-07-24T08:52:20.638000,35.75904,-117.57025,5.716,0.469,1,1,5,0.01,0.01
awr_043270,2019-07-24T08:52:20.908000,35.97531,-117.27339,5.77,1.495,36,345,267,0.03,0.01
awr_043271,2019-07-24T08:52:33.065000,36.12423,-117.87453,3.994,1.517,11,25,49,0.03,0.03
awr_043272,2019-07-24T08:53:21.176000,36.12473,-117.87468,3.925,0.642,21,61,99,0.03,0.03
awr_043273,2019-07-24T08:54:53.204000,35.57951,-117.36097,3.342,1.199,3,10,19,0.01,0.05
awr_043274,2019-07-24T08:55:49.084000,36.03769,-117.72223,3.157,0.234,17,59,62,0.01,0.03
awr_043275,2019-07-24T08:56:46.709000,35.91357,-117.67877,5.469,0.063,8,24,28,0.03,0.02
awr_043276,2019-07-24T08:57:12.186000,35.90274,-117.70423,7.879,0.622,24,88,255,0.01,0.01
awr_043277,2019-07-24T08:58:17.050000,35.88598,-117.68027,8.024,0.355,50,104,308,0.05,0.03
awr_043278,2019-07-24T08:58:50.285000,35.65946,-117.48837,10.249,0.474,6,20,37,0.02,0.01
awr_043279,2019-07-24T09:00:50.716000,35.67871,-117.40863,8.301,0.527,8,28,27,0.01,0.01
awr_043280,2019-07-24T09:00:57.870000,35.78088,-117.55932,7.955,0.704,4,11,13,0.02,0.02
awr_043281,2019-07-24T09:01:27.291000,35.96092,-117.70664,4.918,0.586,70,424,325,0.03,0.04
awr_043282,2019-07-24T09:01:30.484000,35.56234,-117.3979,8.287,0.649,40,88,217,0.01,0.01
awr_043283,2019-07-24T09:02:22.399000,35.97015,-117.27786,4.268,0.83,2,6,9,0.01,0.01
awr_043284,2019-07-24T09:02:57.910000,35.874,-117.47289,9.686,0.769,35,199,261,0.01,0.02
awr_043285,2019-07-24T09:03:26.811000,35.64596,-117.48804,8.715,0.49,36,184,175,0.01,0.02
awr_043286,2019-07-24T09:03:47.772000,35.64951,-117.45447,5.449,0.817,15,111,107,0.02,0.03
awr_043287,2019-07-24T09:04:26.964000,35.82706,-117.63673,6.356,1.171,10,51,76,0.03,0.04
awr_043288,2019-07-24T09:04:57.260000,35.64951,-117.45447,5.496,1.313,23,171,166,0.05,0.05
awr_043289,2019-07-24T09:05:42.905000,35.89784,-117.71803,10.685,2.011,24,125,164,0.02,0.01
awr_043290,2019-07-24T09:06:04.178000,35.83448,-117.66337,11.308,2.713,31,230,179,0.05,0.05
awr_043291,2019-07-24T09:07:02.945000,36.11881,-117.83739,3.882,0.604,37,102,183,0.03,0.02
awr_043292,2019-07-24T09:08:25.318000,35.89555,-117.66089,6.751,-0.134,10,28,53,0.04,0.01
awr_043293,2019-07-24T09:10:13.949000,35.98536,-117.67028,3.88,0.106,52,234,218,0.01,0.02
awr_043294,2019-07-24T09:10:27.346000,35.85898,-117.67916,9.032,0.508,3,10,10,0.01,0.01
awr_043295,2019-07-24T09:10:55.519000,35.81874,-117.6244,12.904,0.689,2,5,7,0.01,0.01
awr_043296,2019-07-24T09:13:30.272000,36.09769,-117.86471,3.438,0.196,1,3,3,0.02,0.01
awr_043297,2019-07-24T09:14:18.022000,35.84117,-117.65825,11.725,0.441,4,11,21,0.0,0.0
awr_043298,2019-07-24T09:15:27.425000,35.64008,-117.43843,8.912,0.513,30,159,161,0.03,0.03
awr_043299,2019-07-24T09:16:06.694000,35.97481,-117.67155,4.864,0.145,11,56,67,0.02,0.01
awr_043300,2019-07-24T09:17:50.294000,35.63989,-117.46227,6.128,0.331,2,4,9,0.0,0.01
awr_043301,2019-07-24T09:18:47.247000,35.57889,-117.36502,6.75,1.112,15,86,127,0.01,0.02
awr_043302,2019-07-24T09:19:26.700000,35.74346,-117.55701,6.179,0.424,2,6,6,0.03,0.03
awr_043303,2019-07-24T09:19:33.416000,35.71167,-117.50347,7.598,1.079,47,319,147,0.02,0.05
awr_043304,2019-07-24T09:20:25.979000,36.06304,-117.8498,4.509,0.686,52,173,323,0.01,0.02
awr_043305,2019-07-24T09:20:48.930000,35.86478,-117.67383,10.943,0.492,15,53,54,0.03,0.04
awr_043306,2019-07-24T09:21:20.314000,35.89298,-117.70511,6.217,0.104,1,3,3,0.01,0.03
awr_043307,2019-07-24T09:21:57.088000,36.11945,-117.83153,4.191,0.656,43,138,259,0.02,0.02
awr_043308,2019-07-24T09:22:54.501000,35.894,-117.7052,6.945,0.257,11,38,72,0.02,0.03
awr_043309,2019-07-24T09:23:10.076000,35.681,-117.47127,9.174,0.288,19,101,48,0.02,0.02
awr_043310,2019-07-24T09:23:33.636000,35.889,-117.69118,10.93,0.345,30,129,139,0.01,0.02
awr_043311,2019-07-24T09:24:33.942000,35.52752,-117.37147,8.412,1.282,82,381,784,0.01,0.01
awr_043312,2019-07-24T09:25:16.040000,35.66849,-117.51209,3.858,0.913,1,4,2,0.02,0.07
awr_043313,2019-07-24T09:26:18.034000,35.88605,-117.68009,8.091,0.828,73,338,578,0.01,0.01
awr_043314,2019-07-24T09:27:04.194000,35.80322,-117.61547,8.408,0.289,13,25,71,0.01,0.04
awr_043315,2019-07-24T09:27:35.202000,35.81241,-117.626,9.786,2.203,43,244,243,0.02,0.04
awr_043316,2019-07-24T09:29:15.711000,35.62878,-117.42797,5.355,0.522,9,27,45,0.01,0.01
awr_043317,2019-07-24T09:32:04.804000,35.72697,-117.55249,12.297,0.338,4,6,24,0.01,0.01
awr_043318,2019-07-24T09:33:51.978000,36.06911,-117.89603,5.119,0.412,50,180,380,0.01,0.01
awr_043319,2019-07-24T09:35:15.548000,35.64961,-117.44829,9.463,1.545,25,152,132,0.02,0.04
awr_043320,2019-07-24T09:35:35.269000,35.64445,-117.44158,4.942,1.023,12,43,107,0.01,0.01
awr_043321,2019-07-24T09:37:23.825000,35.80808,-117.61998,8.23,0.329,1,2,4,0.01,0.0
awr_043322,2019-07-24T09:37:56.475000,35.66075,-117.45096,12.012,2.711,26,169,170,0.02,0.04
awr_043323,2019-07-24T09:39:02.941000,35.66133,-117.45115,11.971,1.072,3,14,26,0.01,0.01
awr_043324,2019-07-24T09:39:39.796000,35.60736,-117.58458,5.186,0.672,50,225,176,0.04,0.08
awr_043325,2019-07-24T09:40:13.543000,35.89742,-117.71465,11.194,0.257,1,3,3,0.0,0.01
awr_043326,2019-07-24T09:40:40.797000,35.86788,-117.68937,7.11,0.412,2,9,18,0.01,0.01
awr_043327,2019-07-24T09:41:31.689000,35.33778,-117.89898,10.632,0.629,1,3,5,0.0,0.0
awr_043328,2019-07-24T09:41:56.362000,36.12589,-117.81858,4.211,0.632,4,5,22,0.03,0.01
awr_043329,2019-07-24T09:42:16.078000,36.11362,-117.87339,5.296,1.033,41,111,257,0.02,0.01
awr_043330,2019-07-24T09:42:27.763000,35.92409,-117.44783,3.458,1.321,24,102,164,0.02,0.02
awr_043331,2019-07-24T09:43:19.295000,35.55216,-117.37938,5.613,0.333,13,61,65,0.02,0.01
awr_043332,2019-07-24T09:43:23.642000,36.11769,-117.83797,3.769,0.354,28,52,159,0.03,0.02
