#EventID | Time | Latitude | Longitude | Depth/km | Author | Catalog | Contributor | ContributorID | MagType | Magnitude | MagAuthor | EventLocationName | EventType
2016p876886|2016-11-20T10:44:58|-41.755|174.206|15.1|GNS|GNS|GNS|2016p876886|M|2.0|GNS|10 km south-east of Seddon|unknown
2016p876891|2016-11-20T10:47:57|-41.702|174.341|7.6|GNS|GNS|GNS|2016p876891|M|1.9|GNS|20 km east of Seddon|unknown
2016p876896|2016-11-20T10:50:40|-41.736|174.280|5.2|GNS|GNS|GNS|2016p876896|M|2.3|GNS|15 km south-east of Seddon|unknown
2016p876903|2016-11-20T10:54:23|-42.370|173.517|7.3|GNS|GNS|GNS|2016p876903|M|2.9|GNS|10 km west of Kaikoura|unknown
2016p876910|2016-11-20T10:57:18|-42.145|173.565|5.0|GNS|GNS|GNS|2016p876910|M|3.0|GNS|25 km north of Kaikoura|earthquake
2016p876909|2016-11-20T10:57:22|-41.807|174.061|11.3|GNS|GNS|GNS|2016p876909|M|2.6|GNS|15 km south of Seddon|earthquake
2016p876920|2016-11-20T11:03:11|-42.647|172.865|5.0|GNS|GNS|GNS|2016p876920|M|2.8|GNS|10 km south of Hanmer Springs|earthquake
2016p876924|2016-11-20T11:04:56|-41.694|174.157|14.8|GNS|GNS|GNS|2016p876924|M|2.1|GNS|5 km east of Seddon|unknown
2016p876928|2016-11-20T11:07:36|-41.711|174.295|7.2|GNS|GNS|GNS|2016p876928|M|3.8|GNS|15 km east of Seddon|earthquake
2016p876932|2016-11-20T11:09:51|-42.517|173.268|5.0|GNS|GNS|GNS|2016p876932|M|3.3|GNS|30 km north of Cheviot|earthquake
2016p876941|2016-11-20T11:14:16|-42.015|174.059|21.4|GNS|GNS|GNS|2016p876941|M|2.7|GNS|35 km south of Seddon|unknown
2016p876946|2016-11-20T11:17:10|-41.627|174.346|13.9|GNS|GNS|GNS|2016p876946|M|2.7|GNS|20 km east of Seddon|unknown
2016p876948|2016-11-20T11:18:06|-41.628|174.361|9.9|GNS|GNS|GNS|2016p876948|M|2.9|GNS|20 km east of Seddon|unknown
2016p876951|2016-11-20T11:19:58|-41.814|174.311|11.5|GNS|GNS|GNS|2016p876951|M|3.8|GNS|25 km south-east of Seddon|earthquake
2016p876956|2016-11-20T11:22:14|-41.840|174.277|19.1|GNS|GNS|GNS|2016p876956|M|2.3|GNS|25 km south-east of Seddon|earthquake
2016p876957|2016-11-20T11:22:19|-42.348|173.468|5.0|GNS|GNS|GNS|2016p876957|M|3.0|GNS|15 km west of Kaikoura|earthquake
2016p876960|2016-11-20T11:24:42|-42.640|172.894|5.0|GNS|GNS|GNS|2016p876960|M|3.3|GNS|10 km south of Hanmer Springs|earthquake
2016p876970|2016-11-20T11:29:16|-41.698|174.248|7.5|GNS|GNS|GNS|2016p876970|M|2.2|GNS|15 km east of Seddon|unknown
2016p876969|2016-11-20T11:29:21|-42.388|173.460|5.1|GNS|GNS|GNS|2016p876969|M|2.5|GNS|15 km west of Kaikoura|earthquake
2016p876972|2016-11-20T11:30:52|-42.429|173.193|5.0|GNS|GNS|GNS|2016p876972|M|4.1|GNS|30 km east of Hanmer Springs|earthquake
2016p876979|2016-11-20T11:34:42|-41.765|174.165|10.2|GNS|GNS|GNS|2016p876979|M|2.0|GNS|10 km south-east of Seddon|unknown
2016p876985|2016-11-20T11:38:05|-41.735|174.200|8.0|GNS|GNS|GNS|2016p876985|M|2.0|GNS|10 km south-east of Seddon|unknown
2016p876989|2016-11-20T11:40:11|-42.072|173.770|24.7|GNS|GNS|GNS|2016p876989|M|2.5|GNS|35 km north of Kaikoura|unknown
2016p876993|2016-11-20T11:42:00|-42.570|173.272|19.5|GNS|GNS|GNS|2016p876993|M|2.7|GNS|25 km north of Cheviot|unknown
2016p876995|2016-11-20T11:43:00|-42.391|173.551|23.3|GNS|GNS|GNS|2016p876995|M|2.8|GNS|10 km west of Kaikoura|unknown
2016p877008|2016-11-20T11:50:04|-41.832|174.080|21.4|GNS|GNS|GNS|2016p877008|M|2.0|GNS|15 km south of Seddon|unknown
2016p877012|2016-11-20T11:52:15|-42.058|173.748|20.9|GNS|GNS|GNS|2016p877012|M|2.5|GNS|35 km north of Kaikoura|unknown
2016p877015|2016-11-20T11:53:47|-42.232|173.750|5.0|GNS|GNS|GNS|2016p877015|M|2.7|GNS|15 km north of Kaikoura|earthquake
2016p877016|2016-11-20T11:54:27|-41.416|174.856|19.1|GNS|GNS|GNS|2016p877016|M|2.3|GNS|15 km south-east of Wellington|unknown
2016p877019|2016-11-20T11:56:05|-41.778|174.274|16.7|GNS|GNS|GNS|2016p877019|M|2.2|GNS|20 km south-east of Seddon|unknown
2016p877021|2016-11-20T11:57:06|-41.901|174.014|14.8|GNS|GNS|GNS|2016p877021|M|2.3|GNS|25 km south of Seddon|unknown
2016p877027|2016-11-20T12:00:16|-42.029|173.833|27.0|GNS|GNS|GNS|2016p877027|M|2.3|GNS|40 km north of Kaikoura|unknown
2016p877036|2016-11-20T12:05:04|-42.469|173.207|32.2|GNS|GNS|GNS|2016p877036|M|2.0|GNS|30 km east of Hanmer Springs|unknown
2016p877051|2016-11-20T12:13:15|-42.356|173.913|26.6|GNS|GNS|GNS|2016p877051|M|2.4|GNS|15 km east of Kaikoura|unknown
2016p877060|2016-11-20T12:17:50|-41.803|174.227|14.8|GNS|GNS|GNS|2016p877060|M|2.1|GNS|15 km south-east of Seddon|unknown
2016p877062|2016-11-20T12:18:41|-41.712|174.308|12.0|GNS|GNS|GNS|2016p877062|M|2.1|GNS|20 km east of Seddon|unknown
2016p877069|2016-11-20T12:22:45|-41.716|174.239|10.6|GNS|GNS|GNS|2016p877069|M|3.0|GNS|10 km east of Seddon|earthquake
2016p877080|2016-11-20T12:28:43|-42.699|172.767|12.0|GNS|GNS|GNS|2016p877080|M|2.7|GNS|10 km north-west of Culverden|unknown
2016p877088|2016-11-20T12:33:00|-42.494|173.438|5.0|GNS|GNS|GNS|2016p877088|M|2.9|GNS|20 km south-west of Kaikoura|earthquake
2016p877100|2016-11-20T12:39:05|-41.661|174.239|12.7|GNS|GNS|GNS|2016p877100|M|2.8|GNS|10 km east of Seddon|unknown
2016p877101|2016-11-20T12:39:32|-41.854|174.114|8.0|GNS|GNS|GNS|2016p877101|M|2.9|GNS|20 km south of Seddon|earthquake
2016p877107|2016-11-20T12:42:55|-41.938|173.766|7.8|GNS|GNS|GNS|2016p877107|M|2.2|GNS|35 km south-west of Seddon|unknown
2016p877126|2016-11-20T12:53:00|-41.809|174.108|15.1|GNS|GNS|GNS|2016p877126|M|2.5|GNS|15 km south of Seddon|unknown
2016p877130|2016-11-20T12:54:55|-41.769|174.065|13.9|GNS|GNS|GNS|2016p877130|M|2.0|GNS|10 km south of Seddon|unknown
2016p877151|2016-11-20T13:06:33|-42.482|173.405|37.8|GNS|GNS|GNS|2016p877151|M|2.7|GNS|20 km west of Kaikoura|unknown
2016p877157|2016-11-20T13:09:31|-41.699|174.371|11.1|GNS|GNS|GNS|2016p877157|M|3.6|GNS|25 km east of Seddon|earthquake
2016p877168|2016-11-20T13:15:32|-41.998|173.589|13.9|GNS|GNS|GNS|2016p877168|M|2.4|GNS|45 km north of Kaikoura|unknown
2016p877172|2016-11-20T13:17:38|-41.712|174.312|8.0|GNS|GNS|GNS|2016p877172|M|2.8|GNS|20 km east of Seddon|unknown
2016p877173|2016-11-20T13:18:15|-42.066|173.745|5.0|GNS|GNS|GNS|2016p877173|M|3.0|GNS|35 km north of Kaikoura|earthquake
2016p877180|2016-11-20T13:21:49|-41.938|173.977|20.9|GNS|GNS|GNS|2016p877180|M|2.6|GNS|30 km south of Seddon|unknown
2016p877196|2016-11-20T13:30:07|-42.288|173.624|35.9|GNS|GNS|GNS|2016p877196|M|2.3|GNS|10 km north of Kaikoura|unknown
2016p877199|2016-11-20T13:31:52|-41.698|174.264|5.2|GNS|GNS|GNS|2016p877199|M|2.2|GNS|15 km east of Seddon|unknown
2016p877208|2016-11-20T13:36:27|-42.469|173.118|5.0|GNS|GNS|GNS|2016p877208|M|3.9|GNS|20 km east of Hanmer Springs|earthquake
2016p877215|2016-11-20T13:40:21|-41.719|174.298|9.0|GNS|GNS|GNS|2016p877215|M|2.1|GNS|15 km east of Seddon|unknown
2016p877221|2016-11-20T13:43:41|-42.156|173.592|9.9|GNS|GNS|GNS|2016p877221|M|2.7|GNS|25 km north of Kaikoura|earthquake
2016p877223|2016-11-20T13:44:50|-41.970|173.693|5.0|GNS|GNS|GNS|2016p877223|M|3.5|GNS|45 km south-west of Seddon|earthquake
2016p877228|2016-11-20T13:47:16|-42.664|172.836|19.5|GNS|GNS|GNS|2016p877228|M|2.6|GNS|10 km north of Culverden|unknown
2016p877232|2016-11-20T13:49:31|-42.045|173.810|8.1|GNS|GNS|GNS|2016p877232|M|3.5|GNS|40 km north of Kaikoura|earthquake
2016p877238|2016-11-20T13:52:47|-42.453|174.035|24.7|GNS|GNS|GNS|2016p877238|M|2.2|GNS|25 km east of Kaikoura|unknown
2016p877248|2016-11-20T13:57:53|-42.232|173.826|25.2|GNS|GNS|GNS|2016p877248|M|2.4|GNS|20 km north-east of Kaikoura|unknown
2016p877249|2016-11-20T13:58:44|-41.697|174.230|23.3|GNS|GNS|GNS|2016p877249|M|1.8|GNS|10 km east of Seddon|unknown
2016p877261|2016-11-20T14:05:03|-42.551|173.269|22.8|GNS|GNS|GNS|2016p877261|M|2.7|GNS|25 km north of Cheviot|unknown
2016p877265|2016-11-20T14:06:48|-41.874|174.253|27.0|GNS|GNS|GNS|2016p877265|M|1.9|GNS|25 km south-east of Seddon|unknown
2016p877269|2016-11-20T14:09:24|-42.181|173.629|24.7|GNS|GNS|GNS|2016p877269|M|2.6|GNS|20 km north of Kaikoura|unknown
2016p877275|2016-11-20T14:12:43|-42.645|172.984|20.5|GNS|GNS|GNS|2016p877275|M|2.8|GNS|15 km north-east of Culverden|unknown
2016p877279|2016-11-20T14:14:25|-42.323|174.143|26.6|GNS|GNS|GNS|2016p877279|M|2.8|GNS|35 km east of Kaikoura|unknown
2016p877287|2016-11-20T14:18:52|-41.692|174.302|7.2|GNS|GNS|GNS|2016p877287|M|3.2|GNS|15 km east of Seddon|earthquake
2016p877293|2016-11-20T14:21:43|-42.199|173.825|40.2|GNS|GNS|GNS|2016p877293|M|2.7|GNS|25 km north-east of Kaikoura|unknown
2016p877304|2016-11-20T14:27:50|-42.083|173.762|26.1|GNS|GNS|GNS|2016p877304|M|2.5|GNS|35 km north of Kaikoura|unknown
2016p877313|2016-11-20T14:32:40|-42.278|173.865|5.0|GNS|GNS|GNS|2016p877313|M|3.5|GNS|20 km north-east of Kaikoura|earthquake
2016p877327|2016-11-20T14:40:17|-42.187|173.541|15.8|GNS|GNS|GNS|2016p877327|M|2.3|GNS|25 km north-west of Kaikoura|unknown
2016p877330|2016-11-20T14:41:37|-42.385|173.702|17.7|GNS|GNS|GNS|2016p877330|M|2.9|GNS|Within 5 km of Kaikoura|unknown
2016p877331|2016-11-20T14:42:21|-42.387|173.864|24.2|GNS|GNS|GNS|2016p877331|M|2.9|GNS|15 km east of Kaikoura|unknown
2016p877333|2016-11-20T14:43:21|-42.292|173.586|23.3|GNS|GNS|GNS|2016p877333|M|2.9|GNS|10 km north-west of Kaikoura|unknown
2016p877351|2016-11-20T14:52:58|-41.697|174.144|15.8|GNS|GNS|GNS|2016p877351|M|2.3|GNS|5 km south-east of Seddon|unknown
2016p877354|2016-11-20T14:54:31|-41.801|174.029|14.8|GNS|GNS|GNS|2016p877354|M|1.8|GNS|10 km south of Seddon|unknown
2016p877362|2016-11-20T14:58:31|-42.364|173.962|24.7|GNS|GNS|GNS|2016p877362|M|2.8|GNS|20 km east of Kaikoura|unknown
2016p877366|2016-11-20T15:00:37|-41.939|174.050|9.2|GNS|GNS|GNS|2016p877366|M|3.1|GNS|25 km south of Seddon|earthquake
2016p877371|2016-11-20T15:03:53|-41.693|174.326|13.5|GNS|GNS|GNS|2016p877371|M|3.8|GNS|20 km east of Seddon|earthquake
2016p877375|2016-11-20T15:05:51|-41.685|174.319|13.1|GNS|GNS|GNS|2016p877375|M|2.9|GNS|20 km east of Seddon|earthquake
2016p877378|2016-11-20T15:07:03|-42.208|173.575|27.0|GNS|GNS|GNS|2016p877378|M|2.8|GNS|20 km north of Kaikoura|unknown
2016p877385|2016-11-20T15:11:13|-42.244|173.880|14.8|GNS|GNS|GNS|2016p877385|M|2.8|GNS|20 km north-east of Kaikoura|unknown
2016p877387|2016-11-20T15:12:00|-42.348|173.461|5.0|GNS|GNS|GNS|2016p877387|M|2.6|GNS|15 km west of Kaikoura|earthquake
2016p877396|2016-11-20T15:16:36|-41.484|174.453|14.1|GNS|GNS|GNS|2016p877396|M|2.3|GNS|30 km south-west of Wellington|earthquake
2016p877406|2016-11-20T15:22:00|-41.752|174.253|16.0|GNS|GNS|GNS|2016p877406|M|2.4|GNS|15 km south-east of Seddon|unknown
2016p877411|2016-11-20T15:24:38|-42.537|173.290|26.1|GNS|GNS|GNS|2016p877411|M|2.1|GNS|30 km north of Cheviot|unknown
2016p877421|2016-11-20T15:30:07|-42.343|173.745|9.3|GNS|GNS|GNS|2016p877421|M|2.9|GNS|5 km north-east of Kaikoura|earthquake
2016p877423|2016-11-20T15:31:24|-41.724|174.265|11.7|GNS|GNS|GNS|2016p877423|M|3.1|GNS|15 km east of Seddon|earthquake
2016p877429|2016-11-20T15:34:21|-42.565|173.166|18.1|GNS|GNS|GNS|2016p877429|M|2.8|GNS|25 km east of Hanmer Springs|unknown
2016p877431|2016-11-20T15:35:29|-42.630|173.030|21.4|GNS|GNS|GNS|2016p877431|M|2.9|GNS|20 km south-east of Hanmer Springs|unknown
2016p877439|2016-11-20T15:39:52|-42.677|172.789|5.0|GNS|GNS|GNS|2016p877439|M|2.8|GNS|10 km north-west of Culverden|earthquake
2016p877441|2016-11-20T15:40:41|-42.334|173.751|6.4|GNS|GNS|GNS|2016p877441|M|3.6|GNS|5 km north-east of Kaikoura|earthquake
2016p877461|2016-11-20T15:51:17|-41.832|174.185|10.2|GNS|GNS|GNS|2016p877461|M|2.9|GNS|20 km south-east of Seddon|unknown
2016p877465|2016-11-20T15:53:30|-42.476|173.707|21.4|GNS|GNS|GNS|2016p877465|M|2.9|GNS|5 km south of Kaikoura|unknown
2016p877480|2016-11-20T16:01:54|-41.662|174.266|12.7|GNS|GNS|GNS|2016p877480|M|2.0|GNS|15 km east of Seddon|unknown
2016p877492|2016-11-20T16:08:01|-41.644|173.917|5.5|GNS|GNS|GNS|2016p877492|M|2.0|GNS|10 km west of Seddon|unknown
2016p877498|2016-11-20T16:10:59|-42.338|173.953|30.3|GNS|GNS|GNS|2016p877498|M|2.3|GNS|20 km east of Kaikoura|unknown
2016p877502|2016-11-20T16:13:39|-42.336|173.933|5.0|GNS|GNS|GNS|2016p877502|M|2.3|GNS|20 km east of Kaikoura|earthquake
2016p877504|2016-11-20T16:14:36|-41.909|174.104|11.2|GNS|GNS|GNS|2016p877504|M|3.0|GNS|25 km south of Seddon|earthquake
2016p877511|2016-11-20T16:18:19|-41.714|174.351|9.0|GNS|GNS|GNS|2016p877511|M|2.5|GNS|20 km east of Seddon|unknown
2016p877514|2016-11-20T16:19:50|-42.242|173.594|12.0|GNS|GNS|GNS|2016p877514|M|2.6|GNS|15 km north of Kaikoura|unknown
2016p877521|2016-11-20T16:23:13|-41.842|174.079|18.6|GNS|GNS|GNS|2016p877521|M|2.2|GNS|15 km south of Seddon|unknown
2016p877527|2016-11-20T16:27:04|-41.695|174.329|10.4|GNS|GNS|GNS|2016p877527|M|2.3|GNS|20 km east of Seddon|unknown
2016p877534|2016-11-20T16:30:19|-41.707|174.313|12.5|GNS|GNS|GNS|2016p877534|M|4.1|GNS|20 km east of Seddon|earthquake
2016p877541|2016-11-20T16:34:14|-42.469|173.345|9.0|GNS|GNS|GNS|2016p877541|M|2.8|GNS|25 km west of Kaikoura|earthquake
2016p877553|2016-11-20T16:40:27|-41.759|174.169|11.8|GNS|GNS|GNS|2016p877553|M|2.6|GNS|10 km south-east of Seddon|unknown
2016p877567|2016-11-20T16:47:57|-41.893|174.046|26.6|GNS|GNS|GNS|2016p877567|M|2.6|GNS|20 km south of Seddon|unknown
2016p877571|2016-11-20T16:49:54|-42.979|172.075|13.0|GNS|GNS|GNS|2016p877571|M|2.3|GNS|35 km north of Oxford|unknown
2016p877574|2016-11-20T16:52:04|-41.744|174.236|12.0|GNS|GNS|GNS|2016p877574|M|2.3|GNS|15 km south-east of Seddon|unknown
2016p877589|2016-11-20T16:59:35|-42.185|173.572|21.4|GNS|GNS|GNS|2016p877589|M|2.5|GNS|25 km north of Kaikoura|unknown
2016p877600|2016-11-20T17:05:41|-42.458|173.634|51.9|GNS|GNS|GNS|2016p877600|M|2.9|GNS|5 km south-west of Kaikoura|unknown
2016p877601|2016-11-20T17:06:16|-42.288|173.518|5.0|GNS|GNS|GNS|2016p877601|M|2.8|GNS|15 km north-west of Kaikoura|earthquake
2016p877604|2016-11-20T17:07:37|-41.705|174.266|7.6|GNS|GNS|GNS|2016p877604|M|2.9|GNS|15 km east of Seddon|unknown
2016p877608|2016-11-20T17:09:52|-42.437|173.658|5.0|GNS|GNS|GNS|2016p877608|M|2.8|GNS|Within 5 km of Kaikoura|earthquake
2016p877610|2016-11-20T17:11:05|-41.787|174.112|14.8|GNS|GNS|GNS|2016p877610|M|2.6|GNS|10 km south of Seddon|unknown
2016p877614|2016-11-20T17:13:09|-41.770|174.102|13.0|GNS|GNS|GNS|2016p877614|M|1.9|GNS|10 km south of Seddon|unknown
2016p877616|2016-11-20T17:13:57|-41.941|174.212|14.4|GNS|GNS|GNS|2016p877616|M|2.7|GNS|30 km south of Seddon|unknown
2016p877622|2016-11-20T17:17:28|-42.028|173.876|30.3|GNS|GNS|GNS|2016p877622|M|2.5|GNS|40 km south of Seddon|unknown
2016p877624|2016-11-20T17:18:34|-42.133|173.736|25.2|GNS|GNS|GNS|2016p877624|M|2.6|GNS|30 km north of Kaikoura|unknown
2016p877630|2016-11-20T17:21:48|-42.304|173.538|5.0|GNS|GNS|GNS|2016p877630|M|3.1|GNS|15 km north-west of Kaikoura|earthquake
2016p877638|2016-11-20T17:25:47|-41.682|173.837|5.5|GNS|GNS|GNS|2016p877638|M|2.1|GNS|15 km west of Seddon|unknown
2016p877650|2016-11-20T17:32:00|-41.636|174.369|15.3|GNS|GNS|GNS|2016p877650|M|1.8|GNS|25 km east of Seddon|unknown
2016p877651|2016-11-20T17:32:56|-42.090|173.755|24.2|GNS|GNS|GNS|2016p877651|M|2.6|GNS|35 km north of Kaikoura|unknown
2016p877654|2016-11-20T17:34:03|-42.087|173.768|20.5|GNS|GNS|GNS|2016p877654|M|2.6|GNS|35 km north of Kaikoura|unknown
2016p877656|2016-11-20T17:35:34|-41.835|174.098|11.8|GNS|GNS|GNS|2016p877656|M|2.7|GNS|15 km south of Seddon|unknown
2016p877661|2016-11-20T17:37:54|-42.300|173.499|7.8|GNS|GNS|GNS|2016p877661|M|3.5|GNS|15 km north-west of Kaikoura|earthquake
2016p877678|2016-11-20T17:47:19|-42.546|173.082|15.3|GNS|GNS|GNS|2016p877678|M|2.6|GNS|20 km east of Hanmer Springs|unknown
2016p877682|2016-11-20T17:49:20|-42.304|174.058|53.8|GNS|GNS|GNS|2016p877682|M|2.5|GNS|30 km east of Kaikoura|unknown
2016p877685|2016-11-20T17:51:01|-41.571|174.440|5.9|GNS|GNS|GNS|2016p877685|M|1.8|GNS|30 km east of Seddon|unknown
2016p877691|2016-11-20T17:54:11|-42.547|173.163|16.7|GNS|GNS|GNS|2016p877691|M|2.2|GNS|25 km east of Hanmer Springs|unknown
2016p877716|2016-11-20T18:06:51|-42.189|173.721|27.0|GNS|GNS|GNS|2016p877716|M|2.4|GNS|20 km north of Kaikoura|unknown
2016p877739|2016-11-20T18:19:25|-42.178|173.685|23.3|GNS|GNS|GNS|2016p877739|M|2.4|GNS|20 km north of Kaikoura|unknown
2016p877756|2016-11-20T18:28:48|-41.699|174.323|16.7|GNS|GNS|GNS|2016p877756|M|2.1|GNS|20 km east of Seddon|unknown
2016p877782|2016-11-20T18:42:15|-42.513|173.288|27.0|GNS|GNS|GNS|2016p877782|M|2.7|GNS|30 km north of Cheviot|unknown
2016p877790|2016-11-20T18:46:33|-41.620|174.374|15.1|GNS|GNS|GNS|2016p877790|M|1.9|GNS|25 km east of Seddon|unknown
2016p877799|2016-11-20T18:51:31|-41.861|174.101|13.4|GNS|GNS|GNS|2016p877799|M|2.1|GNS|20 km south of Seddon|unknown
2016p877803|2016-11-20T18:53:36|-41.669|174.234|7.1|GNS|GNS|GNS|2016p877803|M|1.8|GNS|10 km east of Seddon|unknown
2016p877810|2016-11-20T18:57:33|-42.446|173.374|13.9|GNS|GNS|GNS|2016p877810|M|2.7|GNS|25 km west of Kaikoura|unknown
2016p877815|2016-11-20T18:59:51|-41.810|174.145|13.2|GNS|GNS|GNS|2016p877815|M|2.4|GNS|15 km south of Seddon|unknown
2016p877822|2016-11-20T19:03:50|-41.600|173.091|7.3|GNS|GNS|GNS|2016p877822|M|1.8|GNS|25 km north-east of St Arnaud|unknown
2016p877847|2016-11-20T19:17:25|-41.710|174.129|15.8|GNS|GNS|GNS|2016p877847|M|1.7|GNS|5 km south-east of Seddon|unknown
2016p877856|2016-11-20T19:22:08|-41.476|174.682|12.0|GNS|GNS|GNS|2016p877856|M|1.9|GNS|20 km south of Wellington|unknown
2016p877864|2016-11-20T19:26:22|-42.329|173.791|9.9|GNS|GNS|GNS|2016p877864|M|3.0|GNS|10 km north-east of Kaikoura|earthquake
2016p877870|2016-11-20T19:29:27|-41.594|174.223|9.7|GNS|GNS|GNS|2016p877870|M|3.3|GNS|15 km north-east of Seddon|earthquake
2016p877872|2016-11-20T19:30:27|-41.602|174.228|9.1|GNS|GNS|GNS|2016p877872|M|3.1|GNS|15 km north-east of Seddon|earthquake
2016p877889|2016-11-20T19:39:31|-42.505|173.514|17.2|GNS|GNS|GNS|2016p877889|M|2.6|GNS|15 km south-west of Kaikoura|unknown
2016p877895|2016-11-20T19:42:57|-42.613|173.146|21.4|GNS|GNS|GNS|2016p877895|M|2.6|GNS|25 km north-west of Cheviot|unknown
2016p877900|2016-11-20T19:45:27|-42.396|173.826|26.1|GNS|GNS|GNS|2016p877900|M|2.9|GNS|10 km east of Kaikoura|unknown
2016p877909|2016-11-20T19:50:22|-41.622|174.314|9.2|GNS|GNS|GNS|2016p877909|M|3.4|GNS|20 km east of Seddon|earthquake
2016p877927|2016-11-20T19:59:53|-41.713|174.222|5.5|GNS|GNS|GNS|2016p877927|M|2.5|GNS|10 km east of Seddon|unknown
2016p877932|2016-11-20T20:02:33|-42.501|172.983|16.7|GNS|GNS|GNS|2016p877932|M|2.7|GNS|10 km east of Hanmer Springs|unknown
2016p877937|2016-11-20T20:04:52|-41.736|174.101|11.1|GNS|GNS|GNS|2016p877937|M|2.3|GNS|5 km south of Seddon|unknown
2016p877938|2016-11-20T20:05:27|-41.381|174.037|5.5|GNS|GNS|GNS|2016p877938|M|2.2|GNS|5 km south of Picton|unknown
2016p877949|2016-11-20T20:11:16|-41.544|174.265|20.5|GNS|GNS|GNS|2016p877949|M|2.4|GNS|20 km north-east of Seddon|unknown
2016p877961|2016-11-20T20:17:45|-41.705|174.297|17.7|GNS|GNS|GNS|2016p877961|M|2.5|GNS|15 km east of Seddon|unknown
2016p877964|2016-11-20T20:19:39|-42.695|172.762|11.1|GNS|GNS|GNS|2016p877964|M|2.8|GNS|10 km north-west of Culverden|unknown
2016p877966|2016-11-20T20:20:23|-41.704|174.291|17.9|GNS|GNS|GNS|2016p877966|M|2.4|GNS|15 km east of Seddon|unknown
2016p877974|2016-11-20T20:24:59|-42.357|173.238|7.8|GNS|GNS|GNS|2016p877974|M|2.6|GNS|35 km west of Kaikoura|unknown
2016p877980|2016-11-20T20:28:13|-42.103|173.846|22.3|GNS|GNS|GNS|2016p877980|M|2.3|GNS|35 km north-east of Kaikoura|unknown
2016p877986|2016-11-20T20:31:26|-42.438|173.450|14.8|GNS|GNS|GNS|2016p877986|M|2.3|GNS|15 km west of Kaikoura|unknown
2016p877995|2016-11-20T20:35:52|-42.037|173.744|12.1|GNS|GNS|GNS|2016p877995|M|3.3|GNS|40 km north of Kaikoura|earthquake
2016p878010|2016-11-20T20:43:53|-42.083|173.766|5.0|GNS|GNS|GNS|2016p878010|M|2.9|GNS|35 km north of Kaikoura|earthquake
2016p878013|2016-11-20T20:45:48|-42.233|173.845|17.7|GNS|GNS|GNS|2016p878013|M|2.4|GNS|20 km north-east of Kaikoura|unknown
2016p878027|2016-11-20T20:53:07|-41.680|174.251|15.1|GNS|GNS|GNS|2016p878027|M|2.0|GNS|15 km east of Seddon|unknown
2016p878033|2016-11-20T20:56:16|-42.036|173.757|14.8|GNS|GNS|GNS|2016p878033|M|2.7|GNS|40 km north of Kaikoura|unknown
2016p878046|2016-11-20T21:03:15|-41.747|174.118|14.8|GNS|GNS|GNS|2016p878046|M|2.0|GNS|5 km south-east of Seddon|unknown
2016p878048|2016-11-20T21:04:09|-42.578|173.083|5.0|GNS|GNS|GNS|2016p878048|M|2.8|GNS|20 km east of Hanmer Springs|earthquake
2016p878074|2016-11-20T21:18:11|-42.170|173.761|25.2|GNS|GNS|GNS|2016p878074|M|2.5|GNS|25 km north of Kaikoura|unknown
2016p878080|2016-11-20T21:21:24|-41.704|174.384|9.2|GNS|GNS|GNS|2016p878080|M|2.3|GNS|25 km east of Seddon|unknown
2016p878101|2016-11-20T21:32:21|-42.274|174.063|26.6|GNS|GNS|GNS|2016p878101|M|2.7|GNS|30 km north-east of Kaikoura|unknown
2016p878116|2016-11-20T21:40:16|-42.040|173.869|19.5|GNS|GNS|GNS|2016p878116|M|2.2|GNS|40 km north of Kaikoura|unknown
2016p878121|2016-11-20T21:43:11|-42.596|173.243|20.5|GNS|GNS|GNS|2016p878121|M|2.6|GNS|25 km north of Cheviot|unknown
2016p878137|2016-11-20T21:51:41|-41.698|174.224|9.7|GNS|GNS|GNS|2016p878137|M|2.0|GNS|10 km east of Seddon|unknown
2016p878138|2016-11-20T21:52:09|-41.669|174.327|28.0|GNS|GNS|GNS|2016p878138|M|2.2|GNS|20 km east of Seddon|unknown
2016p878146|2016-11-20T21:56:22|-42.615|173.095|25.2|GNS|GNS|GNS|2016p878146|M|2.2|GNS|20 km south-east of Hanmer Springs|unknown
2016p878154|2016-11-20T22:00:52|-41.683|174.164|5.9|GNS|GNS|GNS|2016p878154|M|2.1|GNS|5 km east of Seddon|unknown
2016p878159|2016-11-20T22:03:39|-41.651|174.280|18.6|GNS|GNS|GNS|2016p878159|M|1.9|GNS|15 km east of Seddon|unknown
2016p878165|2016-11-20T22:06:41|-41.680|174.270|10.4|GNS|GNS|GNS|2016p878165|M|2.6|GNS|15 km east of Seddon|unknown
2016p878170|2016-11-20T22:09:30|-42.083|173.744|19.5|GNS|GNS|GNS|2016p878170|M|2.6|GNS|35 km north of Kaikoura|unknown
2016p878176|2016-11-20T22:12:15|-42.044|173.725|17.2|GNS|GNS|GNS|2016p878176|M|2.3|GNS|35 km north of Kaikoura|unknown
2016p878182|2016-11-20T22:15:31|-42.638|172.928|21.9|GNS|GNS|GNS|2016p878182|M|2.6|GNS|15 km south-east of Hanmer Springs|unknown
2016p878188|2016-11-20T22:19:04|-42.507|173.420|19.5|GNS|GNS|GNS|2016p878188|M|2.5|GNS|20 km south-west of Kaikoura|unknown
2016p878192|2016-11-20T22:20:51|-41.712|174.290|11.1|GNS|GNS|GNS|2016p878192|M|2.6|GNS|15 km east of Seddon|unknown
