%cl# YYYY MM DD HH mm ss.ss    lat(deg)  long.(deg) depth(km) mag eventID
 4  2018 06 19 00 00 27.540    19.40983 -155.27292   1.4580  0.73 61900027
16  2018 06 19 00 03 32.340    19.39924 -155.26727  -0.5180  3.49 61900212
 9  2018 06 19 00 06 49.580    19.41230 -155.26398   0.7030  1.09 61900409
 5  2018 06 19 00 12 04.690    19.41797 -155.27956   1.6890  1.20 61900724
 2  2018 06 19 00 18 53.870    19.40892 -155.26502   1.8780  0.21 61901134
 6  2018 06 19 00 20 43.500    19.41008 -155.27326   1.4850  0.93 61901243
 6  2018 06 19 00 27 34.580    19.41169 -155.26289   0.6240  0.41 61901654
14  2018 06 19 00 28 05.060    19.41859 -155.27995   1.7070  0.90 61901684
 4  2018 06 19 00 51 10.460    19.41001 -155.27272   1.4410  1.69 61903070
 6  2018 06 19 00 58 27.140    19.41868 -155.27472   1.8590  0.34 61903507
28  2018 06 19 01 05 13.920    19.41222 -155.26409   0.6650  1.08 61903914
14  2018 06 19 01 07 18.060    19.41808 -155.27975   1.6590  0.35 61904038
 4  2018 06 19 01 07 26.500    19.41102 -155.28296   1.5590  0.73 61904046
 2  2018 06 19 01 11 38.180    19.40809 -155.26587   1.9190  0.47 61904298
 2  2018 06 19 01 11 46.080    19.40791 -155.26541   1.8500  1.69 61904306
 1  2018 06 19 01 16 18.140    19.40348 -155.26829   0.7710 -0.14 61904577
 2  2018 06 19 01 31 59.400    19.40920 -155.26463   1.9700  0.29 61905520
 6  2018 06 19 01 32 18.640    19.41174 -155.26475   1.9420  0.34 61905538
 1  2018 06 19 01 41 47.140    19.40276 -155.26694   0.6900  0.73 61906106
13  2018 06 19 01 48 20.680    19.40983 -155.26379   1.9080 -0.42 61906501
 2  2018 06 19 01 48 51.130    19.40912 -155.26393   1.9490  0.02 61906531
14  2018 06 19 01 50 42.590    19.41811 -155.27962   1.7210  1.04 61906642
 8  2018 06 19 01 53 10.320    19.42118 -155.27492   1.6790  2.60 61906789
 2  2018 06 19 01 54 54.550    19.40780 -155.26559   2.0860 -0.21 61906895
 2  2018 06 19 01 55 18.980    19.40816 -155.26546   1.8970 -0.28 61906919
 1  2018 06 19 01 56 03.970    19.41221 -155.26403   0.6730  1.17 61906963
 2  2018 06 19 02 01 23.130    19.40791 -155.26641   1.7570  0.30 61907283
 7  2018 06 19 02 02 44.980    19.41085 -155.27466   1.5330  1.85 61907364
 8  2018 06 19 02 04 10.600    19.41921 -155.28110   1.1770  2.38 61907450
32  2018 06 19 02 05 25.340    19.40779 -155.27909   2.1600  1.31 61907525
 1  2018 06 19 02 06 36.010    19.40335 -155.26717   0.5970  1.80 61907595
16  2018 06 19 02 07 02.690    19.41177 -155.26427   0.6930  2.52 61907622
 7  2018 06 19 02 08 06.870    19.41022 -155.27228   1.4050  2.63 61907685
14  2018 06 19 02 12 19.160    19.41856 -155.27970   1.7470  0.61 61907939
 1  2018 06 19 02 17 21.860    19.40366 -155.26746   0.6960 -0.04 61908241
 5  2018 06 19 02 22 08.020    19.41851 -155.27987   1.7070  0.66 61908528
 2  2018 06 19 02 25 01.640    19.40795 -155.26537   1.8120  1.58 61908701
 2  2018 06 19 02 25 22.010    19.40916 -155.26411   1.9360  0.46 61908722
 2  2018 06 19 02 25 42.630    19.41150 -155.26525   1.9410  0.42 61908743
 1  2018 06 19 02 28 53.870    19.40388 -155.26741   0.8650 -0.09 61908934
 1  2018 06 19 02 32 13.390    19.40315 -155.26732   0.6320  1.40 61909133
 8  2018 06 19 02 32 19.140    19.41907 -155.27541   1.7850  1.13 61909138
 2  2018 06 19 02 33 13.060    19.41031 -155.26304   1.8560  0.47 61909193
 6  2018 06 19 02 33 34.020    19.41104 -155.26517   1.9600  0.59 61909214
 2  2018 06 19 02 38 34.650    19.40785 -155.26665   1.9400  0.36 61909515
 8  2018 06 19 02 39 03.360    19.41834 -155.27684   1.6490  1.18 61909543
14  2018 06 19 02 41 46.860    19.41805 -155.27962   1.6850  0.91 61909707
 9  2018 06 19 02 43 00.600    19.41218 -155.26416   0.6540  0.86 61909781
 4  2018 06 19 02 45 55.800    19.41085 -155.28312   1.5630  0.79 61909955
 1  2018 06 19 02 46 34.390    19.40342 -155.26678   0.5590  0.20 61909994
 1  2018 06 19 02 47 39.290    19.40089 -155.26842   0.6130  1.18 61910059
 2  2018 06 19 02 49 09.360    19.41063 -155.26444   1.9550  0.95 61910150
 2  2018 06 19 02 54 04.070    19.40848 -155.26504   2.0290  0.52 61910444
 7  2018 06 19 02 55 03.150    19.41942 -155.27855   1.4120  2.13 61910503
 2  2018 06 19 02 56 04.250    19.41147 -155.26475   2.0110  2.56 61910563
 7  2018 06 19 02 57 19.350    19.41934 -155.27008   1.9360  0.30 61910639
 8  2018 06 19 03 01 38.900    19.41908 -155.28102   1.1570  1.78 61910898
 1  2018 06 19 03 02 24.670    19.40328 -155.26719   0.6030  1.98 61910944
26  2018 06 19 03 03 40.470    19.41272 -155.28986   1.6870  1.59 61911020
 1  2018 06 19 03 04 16.620    19.39757 -155.27175   0.5120  1.01 61911056
13  2018 06 19 03 04 59.270    19.40906 -155.26418   1.9650 -0.39 61911099
 2  2018 06 19 03 05 45.590    19.40774 -155.26579   1.9010  0.10 61911146
13  2018 06 19 03 06 12.440    19.41017 -155.26426   1.9730  0.20 61911172
 4  2018 06 19 03 06 40.700    19.41543 -155.26304   1.8570  0.60 61911201
 2  2018 06 19 03 07 44.750    19.41024 -155.26312   1.8620  0.81 61911265
 2  2018 06 19 03 08 07.780    19.40958 -155.26398   1.9370  1.60 61911287
 2  2018 06 19 03 10 48.950    19.40854 -155.26538   1.9650  0.37 61911449
 3  2018 06 19 03 12 07.100    19.40116 -155.27510   2.1500  0.29 61911527
 1  2018 06 19 03 13 35.000    19.40234 -155.26787   0.6900  0.27 61911615
 1  2018 06 19 03 15 49.920    19.41219 -155.26419   0.6610  1.23 61911749
 1  2018 06 19 03 16 25.890    19.40176 -155.26730   0.6810 -0.27 61911786
 6  2018 06 19 03 16 31.890    19.41188 -155.26432   0.6930  2.22 61911791
 2  2018 06 19 03 19 20.180    19.40895 -155.26562   2.1930  0.47 61911960
 7  2018 06 19 03 20 50.130    19.41811 -155.27961   1.7110  1.08 61912049
 1  2018 06 19 03 23 58.240    19.40252 -155.26649   0.5470 -0.20 61912238
 2  2018 06 19 03 26 08.580    19.40819 -155.26523   1.9040  1.59 61912368
 1  2018 06 19 03 27 16.800    19.40354 -155.26702   0.6510  0.29 61912436
 8  2018 06 19 03 27 50.520    19.41625 -155.26314   1.9100  0.64 61912470
 1  2018 06 19 03 28 07.120    19.41520 -155.26294   1.8490  0.83 61912487
 1  2018 06 19 03 31 54.920    19.40318 -155.26727   0.6140  1.40 61912714
18  2018 06 19 03 32 53.420    19.40999 -155.27412   1.6510  1.93 61912773
 1  2018 06 19 03 34 49.270    19.40295 -155.26730   0.6390  0.69 61912889
 6  2018 06 19 03 35 44.430    19.41524 -155.27256   1.6230  0.93 61912943
 2  2018 06 19 03 36 37.040    19.41025 -155.26312   1.8630  1.07 61912997
 2  2018 06 19 03 37 29.000    19.40964 -155.26429   1.5900  0.07 61913049
15  2018 06 19 03 38 49.050    19.41287 -155.26440   0.9310  0.64 61913128
 4  2018 06 19 03 40 13.290    19.41533 -155.26315   1.8370  0.17 61913213
 6  2018 06 19 03 40 30.310    19.40783 -155.27899   2.1590  1.02 61913230
 1  2018 06 19 03 42 50.980    19.40328 -155.26719   0.5960  1.63 61913370
 8  2018 06 19 03 43 48.010    19.41891 -155.27271   1.9120  2.12 61913427
 2  2018 06 19 03 44 20.710    19.40959 -155.26374   1.9580  2.13 61913461
 2  2018 06 19 03 46 47.950    19.40783 -155.26488   2.0040  0.58 61913608
 3  2018 06 19 03 49 06.080    19.40207 -155.27445   2.1720  0.38 61913747
16  2018 06 19 03 49 52.440    19.41219 -155.26431   0.6440  1.33 61913792
 2  2018 06 19 03 51 34.650    19.40820 -155.26528   1.8750  0.03 61913895
 2  2018 06 19 03 51 45.430    19.40865 -155.26533   1.9270  0.57 61913906
 1  2018 06 19 03 53 27.000    19.40166 -155.27215   0.2580  2.69 61914006
 2  2018 06 19 03 53 55.370    19.41039 -155.26297   1.8820  0.86 61914035
 1  2018 06 19 03 54 18.040    19.40101 -155.26855   0.6210  1.50 61914057
 3  2018 06 19 03 54 34.500    19.40222 -155.27485   2.1350  1.44 61914074
 1  2018 06 19 03 56 23.830    19.40103 -155.26833   0.6310  1.06 61914183
 3  2018 06 19 03 56 41.120    19.40197 -155.27464   2.1800  2.12 61914201
 4  2018 06 19 03 57 07.760    19.41937 -155.27446   1.6200  2.62 61914227
 7  2018 06 19 03 57 21.320    19.41753 -155.27262   1.3260  2.38 61914241
 1  2018 06 19 03 57 49.440    19.40326 -155.26720   0.6050  1.85 61914269
 9  2018 06 19 03 58 40.520    19.41505 -155.27332   1.5760  2.84 61914319
 1  2018 06 19 04 00 11.870    19.40341 -155.26693   0.5660  0.09 61914412
 1  2018 06 19 04 02 10.270    19.40279 -155.26735   0.6660  0.44 61914529
 4  2018 06 19 04 04 16.420    19.41758 -155.26585   0.8040  1.03 61914656
 1  2018 06 19 04 07 13.720    19.41630 -155.26382   1.9530  0.25 61914834
 1  2018 06 19 04 09 09.040    19.40308 -155.26735   0.6680  1.03 61914950
 2  2018 06 19 04 09 43.880    19.40795 -155.26548   1.9990  1.63 61914983
 2  2018 06 19 04 10 48.350    19.41030 -155.26318   1.9270  0.73 61915048
 8  2018 06 19 04 11 49.620    19.41913 -155.28130   1.0960  2.08 61915109
 1  2018 06 19 04 13 26.070    19.40323 -155.26714   0.5940  1.22 61915205
 6  2018 06 19 04 13 57.230    19.41774 -155.27622   1.6620  1.32 61915236
15  2018 06 19 04 15 09.270    19.41174 -155.26458   1.9480  0.28 61915310
 6  2018 06 19 04 15 39.710    19.41751 -155.26387   1.9860  1.10 61915340
14  2018 06 19 04 16 11.730    19.41756 -155.27923   1.7810  0.22 61915372
 7  2018 06 19 04 16 59.640    19.41808 -155.27961   1.6920  1.19 61915419
 2  2018 06 19 04 20 56.450    19.40913 -155.26393   1.9720  0.38 61915657
10  2018 06 19 04 23 03.620    19.41532 -155.26296   1.8520  0.04 61915784
 2  2018 06 19 04 23 49.880    19.41951 -155.26649   2.0230  0.08 61915830
 1  2018 06 19 04 25 52.270    19.40308 -155.26738   0.6760  0.77 61915951
26  2018 06 19 04 27 12.420    19.41271 -155.28988   1.6840  1.44 61916032
16  2018 06 19 04 27 40.220    19.41181 -155.26427   0.6860  2.30 61916059
 1  2018 06 19 04 28 52.540    19.40312 -155.26730   0.6180  0.95 61916132
 2  2018 06 19 04 30 43.930    19.40879 -155.26504   1.9620  0.46 61916244
 1  2018 06 19 04 30 50.950    19.40329 -155.26720   0.6100  1.89 61916250
 4  2018 06 19 04 31 19.480    19.41504 -155.26291   1.8750  0.89 61916280
 2  2018 06 19 04 31 26.870    19.41024 -155.26315   1.8990  1.04 61916287
 8  2018 06 19 04 32 09.380    19.41789 -155.27708   1.6530  1.19 61916329
 1  2018 06 19 04 33 58.510    19.40082 -155.26802   0.5570  1.63 61916438
 8  2018 06 19 04 34 05.520    19.41872 -155.27485   1.7280  1.42 61916445
 8  2018 06 19 04 34 41.560    19.41864 -155.27349   1.2740  0.78 61916481
18  2018 06 19 04 34 49.990    19.40356 -155.26460   1.5720  1.77 61916490
 1  2018 06 19 04 35 10.380    19.40060 -155.26771   0.4880  1.54 61916510
 3  2018 06 19 04 38 05.340    19.41522 -155.26289   1.8560  1.15 61916685
 4  2018 06 19 04 38 12.320    19.41634 -155.26333   1.9290  1.26 61916692
 8  2018 06 19 04 38 32.320    19.41932 -155.28076   1.1760  1.77 61916712
 1  2018 06 19 04 39 09.490    19.40077 -155.26834   0.5700  0.88 61916748
 1  2018 06 19 04 39 26.480    19.40309 -155.26727   0.6110  0.93 61916765
 2  2018 06 19 04 39 38.750    19.40953 -155.26366   1.9440  1.16 61916779
13  2018 06 19 04 40 43.110    19.40904 -155.26395   1.9410  0.25 61916843
 7  2018 06 19 04 41 42.610    19.41218 -155.26423   0.6620  1.27 61916902
 4  2018 06 19 04 44 52.990    19.41455 -155.26331   1.8530  1.46 61917093
 1  2018 06 19 04 46 05.490    19.40322 -155.26717   0.6050  1.44 61917164
 2  2018 06 19 04 47 17.760    19.41024 -155.26310   1.8630  0.74 61917238
 2  2018 06 19 04 47 43.040    19.40981 -155.26346   1.9080 -0.12 61917263
 8  2018 06 19 04 48 18.310    19.41945 -155.27852   1.4370  2.06 61917297
 1  2018 06 19 04 50 46.300    19.40207 -155.26755   0.6420  0.89 61917444
 1  2018 06 19 04 52 34.080    19.40325 -155.26694   0.5730  0.00 61917554
 1  2018 06 19 04 53 09.150    19.40312 -155.26724   0.6290  0.82 61917589
 2  2018 06 19 04 54 06.320    19.40972 -155.26366   1.9250  0.28 61917647
15  2018 06 19 04 54 54.790    19.40163 -155.27477   2.1940  2.51 61917694
 2  2018 06 19 04 55 31.090    19.40949 -155.26361   1.9450  1.57 61917730
15  2018 06 19 04 56 20.110    19.41382 -155.26305   0.8070  0.59 61917780
 2  2018 06 19 04 57 12.870    19.40783 -155.26537   1.8780  1.56 61917832
 1  2018 06 19 04 57 28.570    19.40326 -155.26716   0.6070  1.99 61917848
 2  2018 06 19 04 58 35.030    19.41022 -155.26312   1.8740  0.79 61917915
 1  2018 06 19 05 02 19.980    19.40360 -155.26730   0.4730  0.18 61918140
 2  2018 06 19 05 02 34.540    19.40410 -155.26483   1.6990  0.75 61918154
 2  2018 06 19 05 03 13.470    19.40608 -155.26465   1.8850  1.06 61918193
16  2018 06 19 05 03 49.070    19.41222 -155.26400   0.6740  1.47 61918229
 1  2018 06 19 05 05 35.730    19.40103 -155.26860   0.6060  1.36 61918335
16  2018 06 19 05 06 11.010    19.41163 -155.26432   0.6860  1.44 61918370
 4  2018 06 19 05 08 26.680    19.41544 -155.26300   1.8530  0.37 61918507
 1  2018 06 19 05 09 04.620    19.40143 -155.26899   0.6630  1.59 61918543
 8  2018 06 19 05 11 36.740    19.41818 -155.27969   1.6870  0.92 61918697
 8  2018 06 19 05 12 15.030    19.41906 -155.27596   1.6790  2.25 61918734
 7  2018 06 19 05 13 00.090    19.41985 -155.27088   0.5400  1.81 61918779
 2  2018 06 19 05 14 41.390    19.40744 -155.26362   1.8440  0.42 61918881
 1  2018 06 19 05 15 20.230    19.40318 -155.26722   0.6260  0.55 61918920
13  2018 06 19 05 16 41.410    19.40421 -155.26460   1.6200  0.81 61919001
 2  2018 06 19 05 17 10.420    19.40911 -155.26392   1.9490 -0.11 61919031
 2  2018 06 19 05 17 16.800    19.41024 -155.26307   1.8640  0.84 61919037
16  2018 06 19 05 17 56.900    19.41186 -155.26427   0.6750  2.35 61919076
 2  2018 06 19 05 18 32.960    19.40929 -155.26414   1.9550  0.45 61919113
 1  2018 06 19 05 19 09.300    19.40328 -155.26722   0.6010  1.75 61919149
 3  2018 06 19 05 21 15.490    19.40189 -155.27476   2.1280  0.43 61919276
 1  2018 06 19 05 21 38.250    19.40171 -155.26784   0.7180  0.65 61919297
 2  2018 06 19 05 23 46.390    19.41113 -155.26352   1.7890  0.91 61919426
 4  2018 06 19 05 24 32.120    19.41488 -155.26305   1.8960  1.26 61919472
 3  2018 06 19 05 27 05.820    19.40135 -155.27296   2.0280  0.89 61919625
 2  2018 06 19 05 28 16.190    19.40859 -155.26475   1.9690 -0.43 61919696
 8  2018 06 19 05 29 20.610    19.41896 -155.27311   1.9060  1.67 61919760
 1  2018 06 19 05 31 14.200    19.40302 -155.26816   0.7240  0.32 61919874
 2  2018 06 19 05 33 45.090    19.40961 -155.26364   1.9370  1.78 61920025
 1  2018 06 19 05 34 04.690    19.40161 -155.26852   0.6580  1.71 61920044
15  2018 06 19 05 35 03.110    19.39981 -155.27337   2.1180  1.14 61920103
 8  2018 06 19 05 37 14.060    19.41915 -155.28109   1.1470  2.24 61920233
 1  2018 06 19 05 37 36.370    19.40329 -155.26716   0.5960  1.95 61920256
15  2018 06 19 05 38 23.980    19.41216 -155.26427   0.6490  1.23 61920304
10  2018 06 19 05 40 31.960    19.41287 -155.26457   0.9550  0.65 61920432
 2  2018 06 19 05 42 03.020    19.41025 -155.26314   1.8580  0.93 61920523
 2  2018 06 19 05 42 28.850    19.40741 -155.26364   1.8470  0.68 61920549
 1  2018 06 19 05 42 41.440    19.40076 -155.26833   0.5780  0.89 61920561
 2  2018 06 19 05 45 03.150    19.40778 -155.26572   1.8180  1.52 61920703
 1  2018 06 19 05 46 30.660    19.40315 -155.26722   0.6240  1.45 61920790
 1  2018 06 19 05 47 00.160    19.40270 -155.26773   0.6540  0.80 61920820
 4  2018 06 19 05 47 39.700    19.41444 -155.26356   1.8330  0.79 61920860
 8  2018 06 19 05 48 56.880    19.41904 -155.27544   1.7220  1.40 61920937
26  2018 06 19 05 49 42.840    19.41272 -155.28988   1.6790  1.60 61920982
14  2018 06 19 05 52 06.140    19.41812 -155.27967   1.6920  1.11 61921125
 1  2018 06 19 05 52 30.290    19.40320 -155.26707   0.5690  0.30 61921150
 2  2018 06 19 05 52 51.680    19.40603 -155.26537   2.0170  1.25 61921172
 1  2018 06 19 05 55 00.390    19.40138 -155.26768   0.6430  0.47 61921300
 2  2018 06 19 05 56 50.630    19.41022 -155.26309   1.8600  0.79 61921411
 7  2018 06 19 05 57 04.650    19.41212 -155.26434   0.6320  1.23 61921425
 3  2018 06 19 05 57 24.490    19.40209 -155.27461   2.0910  0.41 61921445
 1  2018 06 19 05 57 35.360    19.40313 -155.26730   0.6160  1.41 61921455
 7  2018 06 19 05 59 00.990    19.40983 -155.27274   1.4480  1.42 61921541
 1  2018 06 19 05 59 11.850    19.40337 -155.26691   0.6250  1.27 61921552
 1  2018 06 19 06 02 34.980    19.40320 -155.26722   0.6090  1.49 61921754
 3  2018 06 19 06 03 05.780    19.40231 -155.27466   2.1570  0.62 61921786
 8  2018 06 19 06 03 57.390    19.40785 -155.27905   2.1460  1.76 61921838
 8  2018 06 19 06 06 24.870    19.41853 -155.27201   1.9620  1.23 61921984
18  2018 06 19 06 08 01.980    19.41580 -155.27108   1.2620  1.27 61922082
 1  2018 06 19 06 10 10.730    19.40328 -155.26716   0.6100  1.59 61922210
 2  2018 06 19 06 12 43.080    19.40906 -155.26388   1.9530  0.34 61922363
 2  2018 06 19 06 12 50.640    19.40741 -155.26366   1.8410  0.64 61922371
 3  2018 06 19 06 13 08.860    19.40459 -155.26287   1.6380  0.85 61922388
 4  2018 06 19 06 14 23.810    19.41912 -155.27500   1.7470  1.30 61922463
 8  2018 06 19 06 14 40.040    19.41923 -155.28107   1.1670  2.20 61922479
22  2018 06 19 06 15 08.680    19.41519 -155.26291   1.8500  0.22 61922509
32  2018 06 19 06 15 14.030    19.41174 -155.26429   0.6920  2.67 61922513
 2  2018 06 19 06 16 10.960    19.41027 -155.26300   1.8660  0.82 61922571
 3  2018 06 19 06 17 13.770    19.41856 -155.27186   1.9870  0.22 61922633
 1  2018 06 19 06 17 28.780    19.40323 -155.26716   0.5980  1.73 61922648
 2  2018 06 19 06 18 53.760    19.40234 -155.26535   1.8240  1.08 61922734
 7  2018 06 19 06 19 21.660    19.41498 -155.26310   1.8420  0.64 61922762
 2  2018 06 19 06 22 39.910    19.40848 -155.26465   1.8350  1.31 61922960
29  2018 06 19 06 22 55.560    19.40615 -155.26489   0.5920  0.94 61922975
 2  2018 06 19 06 23 20.560    19.40374 -155.26486   1.5380  1.71 61923001
 2  2018 06 19 06 23 58.300    19.41027 -155.26310   1.8880  0.96 61923038
 1  2018 06 19 06 24 48.040    19.40326 -155.26712   0.6130  1.94 61923087
 2  2018 06 19 06 25 33.560    19.40937 -155.26382   2.0180  0.43 61923134
 9  2018 06 19 06 26 05.980    19.41724 -155.26567   0.6980  2.31 61923166
 2  2018 06 19 06 26 35.870    19.40957 -155.26362   1.9520  1.70 61923196
14  2018 06 19 06 27 30.110    19.41811 -155.27962   1.6950  0.88 61923250
 4  2018 06 19 06 27 41.780    19.40230 -155.27410   1.9730  2.39 61923261
 4  2018 06 19 06 28 30.830    19.41811 -155.27716   1.3940  1.80 61923311
 1  2018 06 19 06 28 40.500    19.40121 -155.26821   0.6260  1.73 61923320
18  2018 06 19 06 28 53.800    19.40299 -155.26473   1.5890  1.89 61923333
 1  2018 06 19 06 31 11.990    19.40332 -155.26714   0.6060  1.73 61923471
 8  2018 06 19 06 32 05.420    19.41925 -155.26576   2.0960  0.77 61923526
 4  2018 06 19 06 32 14.890    19.41746 -155.26320   1.9520  1.56 61923535
 2  2018 06 19 06 32 58.680    19.41025 -155.26314   1.8630  0.95 61923579
18  2018 06 19 06 33 54.350    19.40416 -155.26467   1.5650  0.84 61923634
 2  2018 06 19 06 34 36.940    19.40490 -155.26462   1.4390  1.62 61923677
 8  2018 06 19 06 34 59.030    19.41924 -155.28112   1.1700  2.16 61923698
 1  2018 06 19 06 39 01.790    19.40944 -155.26372   1.9120  0.46 61923941
 1  2018 06 19 06 40 09.940    19.40333 -155.26693   0.5690  0.01 61924009
 3  2018 06 19 06 41 38.110    19.40143 -155.27477   2.1600  0.28 61924098
 2  2018 06 19 06 41 47.580    19.41211 -155.26419   0.6500  1.21 61924107
 1  2018 06 19 06 42 24.880    19.40323 -155.26709   0.6030  1.79 61924143
 2  2018 06 19 06 42 59.520    19.40338 -155.26489   1.5360  0.76 61924179
 2  2018 06 19 06 43 06.540    19.41025 -155.26314   1.8570  0.53 61924187
 2  2018 06 19 06 44 30.470    19.41958 -155.26598   2.0210 -0.01 61924271
 7  2018 06 19 06 45 59.310    19.41697 -155.26655   0.7790  2.08 61924358
15  2018 06 19 06 47 46.710    19.41296 -155.26476   0.9680  0.98 61924466
15  2018 06 19 06 48 04.870    19.41968 -155.26632   2.0160  0.59 61924486
 1  2018 06 19 06 48 26.680    19.40236 -155.26781   0.7070  0.27 61924506
13  2018 06 19 06 49 07.410    19.40560 -155.26372   1.5290  0.97 61924546
 9  2018 06 19 06 50 11.460    19.41966 -155.26380   2.1680  1.14 61924612
 1  2018 06 19 06 51 09.740    19.40360 -155.26691   0.6410 -0.04 61924669
 1  2018 06 19 06 51 15.200    19.40301 -155.26724   0.6000  0.74 61924675
 2  2018 06 19 06 51 40.160    19.40730 -155.26676   1.7450  0.79 61924700
 2  2018 06 19 06 52 04.120    19.40982 -155.26348   1.8980  0.32 61924725
 1  2018 06 19 06 52 13.500    19.40055 -155.26826   0.5760  1.18 61924733
 2  2018 06 19 06 52 35.210    19.40417 -155.26431   1.5290  0.66 61924755
 1  2018 06 19 06 52 42.560    19.40327 -155.26592   0.5550  0.41 61924762
 8  2018 06 19 06 54 14.870    19.41902 -155.27565   1.6910  0.86 61924855
 2  2018 06 19 06 54 27.620    19.40395 -155.26427   1.5800  0.63 61924867
 2  2018 06 19 06 55 10.430    19.41024 -155.26297   1.8740  1.07 61924910
 1  2018 06 19 06 55 38.000    19.40358 -155.26737   0.7040  0.69 61924937
 6  2018 06 19 06 55 42.720    19.41948 -155.27788   1.2680  2.12 61924942
 7  2018 06 19 06 57 13.320    19.41866 -155.27497   1.8820  0.31 61925033
 1  2018 06 19 06 58 44.890    19.40330 -155.26717   0.6040  1.77 61925124
16  2018 06 19 06 59 04.180    19.41180 -155.26429   0.6970  2.61 61925143
 1  2018 06 19 07 00 26.150    19.40407 -155.26582   0.7630  2.72 61925226
 2  2018 06 19 07 00 49.200    19.40404 -155.26455   1.5950  1.01 61925249
 2  2018 06 19 07 00 56.060    19.40912 -155.26408   1.9660  0.42 61925256
 2  2018 06 19 07 03 06.590    19.40959 -155.26362   1.9370  1.44 61925387
 1  2018 06 19 07 03 16.860    19.40395 -155.26816   0.5040  1.52 61925396
 4  2018 06 19 07 05 16.400    19.41274 -155.28742   1.1400  0.62 61925516
 1  2018 06 19 07 05 39.050    19.40259 -155.26717   0.6760  0.63 61925539
 4  2018 06 19 07 06 37.030    19.41500 -155.26291   1.8620  1.54 61925597
 4  2018 06 19 07 07 00.220    19.41521 -155.26283   1.8550  1.30 61925620
 8  2018 06 19 07 07 15.020    19.41922 -155.28112   1.1690  2.15 61925634
 1  2018 06 19 07 09 08.470    19.40328 -155.26722   0.6040  1.83 61925746
 2  2018 06 19 07 09 35.480    19.40621 -155.26450   1.8750  1.09 61925775
 4  2018 06 19 07 09 44.010    19.41479 -155.26323   1.8460  0.57 61925784
 2  2018 06 19 07 10 44.870    19.40926 -155.26390   2.0020  0.49 61925845
 1  2018 06 19 07 11 01.210    19.40118 -155.26836   0.6060  1.45 61925861
 2  2018 06 19 07 11 15.730    19.41026 -155.26309   1.8630  0.94 61925876
 5  2018 06 19 07 11 31.210    19.41979 -155.26644   2.0360  1.03 61925891
26  2018 06 19 07 11 41.770    19.41275 -155.28986   1.6970  1.63 61925901
 2  2018 06 19 07 13 03.270    19.40767 -155.26572   1.9200  1.32 61925983
 2  2018 06 19 07 14 56.490    19.40427 -155.26444   1.6440  0.87 61926096
 6  2018 06 19 07 15 21.780    19.41631 -155.26362   1.9570  0.59 61926122
 3  2018 06 19 07 15 41.290    19.40189 -155.27461   2.1730  0.58 61926142
 2  2018 06 19 07 17 39.250    19.40821 -155.26629   1.8600  0.48 61926259
 2  2018 06 19 07 19 51.600    19.40748 -155.26380   1.8520  0.15 61926392
 1  2018 06 19 07 20 13.510    19.40319 -155.26725   0.5960  1.78 61926412
 6  2018 06 19 07 20 45.060    19.41755 -155.27264   1.3120  1.97 61926444
 2  2018 06 19 07 21 35.220    19.40983 -155.26354   1.8960  0.25 61926495
 1  2018 06 19 07 21 54.460    19.39977 -155.27100   0.1430  2.62 61926514
 8  2018 06 19 07 22 25.830    19.41809 -155.27725   1.4550  2.90 61926546
 6  2018 06 19 07 23 02.060    19.41962 -155.27436   1.6860  1.56 61926582
 2  2018 06 19 07 24 15.310    19.40966 -155.26366   1.9420  2.19 61926655
 1  2018 06 19 07 25 06.130    19.40365 -155.26799   0.7080  0.43 61926707
 2  2018 06 19 07 25 16.930    19.40746 -155.26361   1.8430  0.47 61926717
 1  2018 06 19 07 25 31.970    19.40291 -155.26730   0.6440 -0.10 61926732
 2  2018 06 19 07 25 47.100    19.40641 -155.26455   2.0580  0.89 61926747
 4  2018 06 19 07 25 58.880    19.41477 -155.26302   1.8530  0.62 61926759
 7  2018 06 19 07 27 19.740    19.42076 -155.27311   1.6140  1.11 61926839
 3  2018 06 19 07 27 40.000    19.41944 -155.26626   2.0520  0.79 61926860
 1  2018 06 19 07 28 52.400    19.40310 -155.26727   0.6130  1.27 61926932
 1  2018 06 19 07 30 31.320    19.40112 -155.26842   0.6480  1.79 61927030
 2  2018 06 19 07 31 53.900    19.41025 -155.26299   1.8680  0.45 61927114
 1  2018 06 19 07 32 23.400    19.40324 -155.26714   0.6070  1.92 61927142
 5  2018 06 19 07 32 54.730    19.41933 -155.26502   2.1050  1.50 61927175
 8  2018 06 19 07 34 16.640    19.41927 -155.28086   1.1850  1.92 61927256
 2  2018 06 19 07 34 47.550    19.40400 -155.26462   1.5890  0.80 61927287
 8  2018 06 19 07 36 45.470    19.41908 -155.27559   1.7190  2.09 61927404
 3  2018 06 19 07 37 30.690    19.40172 -155.27467   2.1660  1.05 61927449
 2  2018 06 19 07 39 29.090    19.40748 -155.26379   1.8830  1.98 61927569
 3  2018 06 19 07 39 47.670    19.40221 -155.27469   2.1470  1.29 61927588
 8  2018 06 19 07 40 06.000    19.40009 -155.28731   1.4450  1.73 61927605
29  2018 06 19 07 40 29.600    19.41177 -155.26423   0.6950  2.47 61927629
 1  2018 06 19 07 42 06.320    19.40140 -155.27329   1.0370  1.82 61927726
